Participant ID,Scent ID,Scent Description,Chemical Compounds,Sentiment Label,Age,Gender,Cultural Background,Previous Experience,Current Mood,Emotional Intensity
2,138,Floral,Phenyl ethyl alcohol,Delight,31,Female,Chinese,False,Calm,Low
2,139,Ocean Breeze,Dimethyl sulfide,Freedom,38,Male,Indian,True,Neutral,Low
2,140,Rain,Geosmin,Nature,65,Female,Chinese,False,Calm,High
2,141,Lavender,"Linalool, Linalyl acetate",Relaxation,37,Female,Indian,True,Stressed,High
2,142,Citrus,"Limonene, Citral",Happiness,25,Female,British,True,Calm,High
2,143,Pine,Pinene,Calmness,24,Other,French,True,Calm,Low
2,144,Fresh Linen,Aldehydes,Cleanliness,20,Female,Chinese,True,Energized,High
2,145,Peppermint,Menthol,Refreshment,34,Female,American,False,Calm,Medium
2,146,Vanilla,Vanillin,Comfort,50,Female,French,False,Sad,Low
2,147,Rose,"Citronellol, Geraniol",Romance,65,Male,American,True,Neutral,High
2,148,Eucalyptus,Eucalyptol,Healing,29,Male,French,False,Energized,Low
2,149,Sandalwood,Santalol,Tranquility,68,Other,French,False,Neutral,Medium
2,150,Leather,Benzaldehyde,Luxury,39,Other,Indian,True,Neutral,Low
2,151,Coffee,"Caffeine, Niacin",Alertness,39,Male,Chinese,False,Stressed,High
2,152,Chocolate,Theobromine,Pleasure,63,Other,Chinese,True,Stressed,Medium
2,153,Burnt Wood,Guaiacol,Nostalgia,47,Male,French,True,Energized,Medium
2,154,Cinnamon,Cinnamaldehyde,Warmth,55,Female,British,True,Stressed,High
2,155,Apple,Amyl acetate,Freshness,55,Female,British,True,Stressed,High
2,156,Strawberry,Methyl anthranilate,Joy,62,Other,American,False,Stressed,High
2,157,Smoky,Creosol,Mystery,68,Male,American,True,Neutral,Low
2,158,Floral,Phenyl ethyl alcohol,Delight,25,Male,Indian,False,Energized,Low
2,159,Ocean Breeze,Dimethyl sulfide,Freedom,44,Other,French,True,Neutral,Low
2,160,Rain,Geosmin,Nature,44,Male,American,True,Sad,High
2,161,Lavender,"Linalool, Linalyl acetate",Relaxation,51,Female,American,False,Neutral,High
2,162,Citrus,"Limonene, Citral",Happiness,38,Other,French,True,Sad,Low
2,163,Pine,Pinene,Calmness,47,Other,Indian,False,Calm,Medium
2,164,Fresh Linen,Aldehydes,Cleanliness,50,Male,American,False,Calm,Low
2,165,Peppermint,Menthol,Refreshment,45,Other,Indian,True,Sad,Medium
2,166,Vanilla,Vanillin,Comfort,64,Male,Chinese,True,Sad,High
2,167,Rose,"Citronellol, Geraniol",Romance,50,Male,Indian,True,Neutral,High
2,168,Eucalyptus,Eucalyptol,Healing,22,Male,British,True,Sad,Low
2,169,Sandalwood,Santalol,Tranquility,65,Male,British,True,Energized,Low
2,170,Leather,Benzaldehyde,Luxury,36,Male,Indian,True,Calm,High
2,171,Coffee,"Caffeine, Niacin",Alertness,21,Other,British,False,Calm,Low
2,172,Chocolate,Theobromine,Pleasure,52,Female,Chinese,False,Sad,High
2,173,Burnt Wood,Guaiacol,Nostalgia,66,Female,French,True,Stressed,High
2,174,Cinnamon,Cinnamaldehyde,Warmth,34,Other,British,False,Stressed,Medium
2,175,Apple,Amyl acetate,Freshness,61,Other,British,False,Sad,Low
2,176,Strawberry,Methyl anthranilate,Joy,45,Female,Indian,True,Energized,High
2,177,Smoky,Creosol,Mystery,47,Female,Chinese,True,Stressed,Low
2,178,Floral,Phenyl ethyl alcohol,Delight,46,Female,French,False,Sad,Medium
2,179,Ocean Breeze,Dimethyl sulfide,Freedom,63,Female,Indian,True,Energized,Medium
2,180,Rain,Geosmin,Nature,23,Female,Indian,False,Energized,Low
2,181,Lavender,"Linalool, Linalyl acetate",Relaxation,52,Male,Chinese,True,Neutral,Low
2,182,Citrus,"Limonene, Citral",Happiness,58,Other,French,False,Energized,High
2,183,Pine,Pinene,Calmness,54,Male,Chinese,False,Stressed,Medium
2,184,Fresh Linen,Aldehydes,Cleanliness,41,Female,French,False,Stressed,Medium
2,185,Peppermint,Menthol,Refreshment,46,Female,Chinese,False,Sad,Medium
2,186,Vanilla,Vanillin,Comfort,66,Female,Indian,True,Sad,Low
2,187,Rose,"Citronellol, Geraniol",Romance,63,Male,Indian,True,Energized,High
2,188,Eucalyptus,Eucalyptol,Healing,48,Male,American,False,Calm,Low
2,189,Sandalwood,Santalol,Tranquility,52,Female,British,False,Neutral,Low
2,190,Leather,Benzaldehyde,Luxury,50,Male,Chinese,True,Calm,Low
2,191,Coffee,"Caffeine, Niacin",Alertness,69,Male,American,True,Energized,High
2,192,Chocolate,Theobromine,Pleasure,38,Female,British,False,Energized,Low
2,193,Burnt Wood,Guaiacol,Nostalgia,49,Male,Chinese,False,Calm,Medium
2,194,Cinnamon,Cinnamaldehyde,Warmth,40,Other,French,False,Neutral,Medium
2,195,Apple,Amyl acetate,Freshness,50,Other,British,False,Calm,Medium
2,196,Strawberry,Methyl anthranilate,Joy,20,Other,Indian,False,Sad,High
2,197,Smoky,Creosol,Mystery,35,Other,American,True,Stressed,Low
2,198,Floral,Phenyl ethyl alcohol,Delight,42,Female,British,False,Sad,High
2,199,Ocean Breeze,Dimethyl sulfide,Freedom,59,Female,British,True,Stressed,Low
2,200,Rain,Geosmin,Nature,48,Female,Indian,True,Energized,Medium
3,1,Lavender,"Linalool, Linalyl acetate",Relaxation,20,Other,Chinese,True,Neutral,Low
3,2,Citrus,"Limonene, Citral",Happiness,57,Other,French,False,Calm,Low
3,3,Pine,Pinene,Calmness,63,Male,Indian,True,Neutral,Low
3,4,Fresh Linen,Aldehydes,Cleanliness,41,Male,French,True,Calm,High
3,5,Peppermint,Menthol,Refreshment,67,Other,Chinese,True,Sad,Low
3,6,Vanilla,Vanillin,Comfort,49,Other,British,True,Sad,Low
3,7,Rose,"Citronellol, Geraniol",Romance,64,Other,French,False,Calm,Low
3,8,Eucalyptus,Eucalyptol,Healing,39,Other,American,False,Neutral,High
3,9,Sandalwood,Santalol,Tranquility,40,Male,American,True,Calm,High
3,10,Leather,Benzaldehyde,Luxury,19,Other,Indian,True,Energized,High
3,11,Coffee,"Caffeine, Niacin",Alertness,44,Male,Chinese,False,Sad,Low
3,12,Chocolate,Theobromine,Pleasure,59,Other,Indian,False,Energized,Medium
3,13,Burnt Wood,Guaiacol,Nostalgia,19,Other,Indian,False,Sad,Medium
3,14,Cinnamon,Cinnamaldehyde,Warmth,43,Other,Indian,True,Sad,Medium
3,15,Apple,Amyl acetate,Freshness,34,Male,American,False,Stressed,Low
3,16,Strawberry,Methyl anthranilate,Joy,57,Male,American,True,Energized,Medium
3,17,Smoky,Creosol,Mystery,50,Female,Indian,True,Energized,Medium
3,18,Floral,Phenyl ethyl alcohol,Delight,26,Other,American,False,Stressed,Medium
3,19,Ocean Breeze,Dimethyl sulfide,Freedom,60,Female,Chinese,True,Neutral,Low
3,20,Rain,Geosmin,Nature,65,Female,Indian,False,Energized,Medium
3,21,Lavender,"Linalool, Linalyl acetate",Relaxation,56,Male,American,True,Calm,Medium
3,22,Citrus,"Limonene, Citral",Happiness,46,Male,French,False,Stressed,Low
3,23,Pine,Pinene,Calmness,59,Female,Indian,True,Energized,High
3,24,Fresh Linen,Aldehydes,Cleanliness,43,Other,Indian,True,Neutral,Medium
3,25,Peppermint,Menthol,Refreshment,52,Male,Chinese,False,Energized,High
3,26,Vanilla,Vanillin,Comfort,67,Other,British,False,Sad,Medium
3,27,Rose,"Citronellol, Geraniol",Romance,42,Other,British,False,Calm,Low
3,28,Eucalyptus,Eucalyptol,Healing,41,Female,Chinese,False,Stressed,High
3,29,Sandalwood,Santalol,Tranquility,30,Female,Chinese,True,Sad,High
3,30,Leather,Benzaldehyde,Luxury,24,Female,Chinese,False,Neutral,High
3,31,Coffee,"Caffeine, Niacin",Alertness,53,Female,British,False,Sad,High
3,32,Chocolate,Theobromine,Pleasure,62,Male,Chinese,True,Sad,Medium
3,33,Burnt Wood,Guaiacol,Nostalgia,37,Male,American,False,Neutral,Medium
3,34,Cinnamon,Cinnamaldehyde,Warmth,18,Female,Indian,False,Sad,High
3,35,Apple,Amyl acetate,Freshness,25,Male,Indian,True,Stressed,Medium
3,36,Strawberry,Methyl anthranilate,Joy,63,Female,French,False,Energized,High
3,37,Smoky,Creosol,Mystery,33,Other,French,False,Sad,High
3,38,Floral,Phenyl ethyl alcohol,Delight,31,Other,Indian,False,Stressed,Low
3,39,Ocean Breeze,Dimethyl sulfide,Freedom,29,Other,American,False,Energized,High
3,40,Rain,Geosmin,Nature,68,Female,British,False,Energized,Medium
3,41,Lavender,"Linalool, Linalyl acetate",Relaxation,40,Other,British,False,Sad,High
3,42,Citrus,"Limonene, Citral",Happiness,32,Male,American,True,Stressed,Low
3,43,Pine,Pinene,Calmness,45,Other,British,False,Sad,Medium
3,44,Fresh Linen,Aldehydes,Cleanliness,51,Other,Chinese,True,Neutral,Low
3,45,Peppermint,Menthol,Refreshment,19,Other,Indian,True,Energized,Low
3,46,Vanilla,Vanillin,Comfort,49,Male,Indian,True,Sad,High
3,47,Rose,"Citronellol, Geraniol",Romance,40,Female,American,True,Energized,Low
3,48,Eucalyptus,Eucalyptol,Healing,39,Male,British,False,Stressed,Low
3,49,Sandalwood,Santalol,Tranquility,68,Female,French,False,Calm,Medium
3,50,Leather,Benzaldehyde,Luxury,42,Female,French,False,Sad,Low
3,51,Coffee,"Caffeine, Niacin",Alertness,39,Other,British,True,Sad,High
3,52,Chocolate,Theobromine,Pleasure,39,Female,French,False,Energized,High
3,53,Burnt Wood,Guaiacol,Nostalgia,66,Male,American,False,Stressed,High
3,54,Cinnamon,Cinnamaldehyde,Warmth,69,Male,American,False,Neutral,Low
3,55,Apple,Amyl acetate,Freshness,59,Female,British,True,Stressed,Medium
3,56,Strawberry,Methyl anthranilate,Joy,23,Other,French,True,Sad,High
3,57,Smoky,Creosol,Mystery,32,Other,American,False,Neutral,Low
3,58,Floral,Phenyl ethyl alcohol,Delight,60,Male,American,True,Stressed,High
3,59,Ocean Breeze,Dimethyl sulfide,Freedom,54,Other,Chinese,True,Calm,High
3,60,Rain,Geosmin,Nature,50,Female,Chinese,False,Energized,Medium
3,61,Lavender,"Linalool, Linalyl acetate",Relaxation,25,Female,American,True,Stressed,High
3,62,Citrus,"Limonene, Citral",Happiness,61,Male,British,True,Stressed,Medium
3,63,Pine,Pinene,Calmness,61,Female,Indian,False,Calm,Low
3,64,Fresh Linen,Aldehydes,Cleanliness,22,Male,Indian,True,Sad,High
3,65,Peppermint,Menthol,Refreshment,56,Female,American,True,Energized,Low
3,66,Vanilla,Vanillin,Comfort,21,Male,American,True,Stressed,Low
3,67,Rose,"Citronellol, Geraniol",Romance,23,Other,American,True,Neutral,Low
3,68,Eucalyptus,Eucalyptol,Healing,62,Female,British,True,Stressed,High
3,69,Sandalwood,Santalol,Tranquility,49,Female,Chinese,True,Energized,Medium
3,70,Leather,Benzaldehyde,Luxury,69,Male,American,True,Stressed,High
3,71,Coffee,"Caffeine, Niacin",Alertness,47,Male,American,True,Calm,Low
3,72,Chocolate,Theobromine,Pleasure,64,Female,French,False,Stressed,Medium
3,73,Burnt Wood,Guaiacol,Nostalgia,52,Male,British,False,Stressed,Low
3,74,Cinnamon,Cinnamaldehyde,Warmth,57,Female,American,False,Neutral,Medium
3,75,Apple,Amyl acetate,Freshness,69,Other,French,False,Calm,High
3,76,Strawberry,Methyl anthranilate,Joy,33,Male,Indian,True,Calm,Medium
3,77,Smoky,Creosol,Mystery,30,Female,American,False,Stressed,High
3,78,Floral,Phenyl ethyl alcohol,Delight,67,Other,American,False,Neutral,Low
3,79,Ocean Breeze,Dimethyl sulfide,Freedom,59,Other,French,True,Stressed,Medium
3,80,Rain,Geosmin,Nature,47,Female,British,True,Stressed,Low
3,81,Lavender,"Linalool, Linalyl acetate",Relaxation,36,Male,American,True,Energized,Medium
3,82,Citrus,"Limonene, Citral",Happiness,34,Female,Indian,True,Energized,High
3,83,Pine,Pinene,Calmness,36,Other,American,True,Neutral,Medium
3,84,Fresh Linen,Aldehydes,Cleanliness,45,Female,Indian,False,Sad,Medium
3,85,Peppermint,Menthol,Refreshment,43,Male,Chinese,True,Energized,High
3,86,Vanilla,Vanillin,Comfort,54,Other,Chinese,False,Sad,High
3,87,Rose,"Citronellol, Geraniol",Romance,43,Female,Indian,False,Calm,High
3,88,Eucalyptus,Eucalyptol,Healing,40,Male,British,True,Energized,Medium
3,89,Sandalwood,Santalol,Tranquility,26,Other,American,False,Energized,Low
3,90,Leather,Benzaldehyde,Luxury,29,Male,American,False,Neutral,Medium
3,91,Coffee,"Caffeine, Niacin",Alertness,18,Other,Chinese,True,Sad,Medium
3,92,Chocolate,Theobromine,Pleasure,18,Female,Indian,False,Energized,Low
3,93,Burnt Wood,Guaiacol,Nostalgia,64,Male,American,False,Energized,High
3,94,Cinnamon,Cinnamaldehyde,Warmth,51,Other,American,False,Neutral,Medium
3,95,Apple,Amyl acetate,Freshness,49,Male,British,True,Neutral,Low
3,96,Strawberry,Methyl anthranilate,Joy,65,Male,French,True,Sad,High
3,97,Smoky,Creosol,Mystery,42,Female,Chinese,True,Calm,High
3,98,Floral,Phenyl ethyl alcohol,Delight,57,Male,Chinese,False,Calm,Medium
3,99,Ocean Breeze,Dimethyl sulfide,Freedom,62,Other,French,True,Stressed,High
3,100,Rain,Geosmin,Nature,18,Other,American,False,Energized,High
3,101,Lavender,"Linalool, Linalyl acetate",Relaxation,33,Other,British,True,Sad,Low
3,102,Citrus,"Limonene, Citral",Happiness,56,Other,British,False,Energized,Low
3,103,Pine,Pinene,Calmness,22,Female,Chinese,True,Sad,High
3,104,Fresh Linen,Aldehydes,Cleanliness,39,Male,British,True,Sad,Low
3,105,Peppermint,Menthol,Refreshment,46,Female,French,False,Sad,High
3,106,Vanilla,Vanillin,Comfort,20,Male,American,True,Energized,Medium
3,107,Rose,"Citronellol, Geraniol",Romance,29,Male,French,False,Neutral,Low
3,108,Eucalyptus,Eucalyptol,Healing,43,Male,Indian,True,Energized,High
3,109,Sandalwood,Santalol,Tranquility,33,Female,Chinese,True,Sad,High
3,110,Leather,Benzaldehyde,Luxury,68,Male,British,False,Stressed,Low
3,111,Coffee,"Caffeine, Niacin",Alertness,54,Female,Indian,False,Calm,Low
3,112,Chocolate,Theobromine,Pleasure,39,Other,British,False,Sad,Medium
3,113,Burnt Wood,Guaiacol,Nostalgia,46,Other,American,True,Stressed,High
3,114,Cinnamon,Cinnamaldehyde,Warmth,31,Male,American,False,Neutral,Medium
3,115,Apple,Amyl acetate,Freshness,45,Female,American,True,Sad,Medium
3,116,Strawberry,Methyl anthranilate,Joy,22,Other,British,False,Stressed,Medium
3,117,Smoky,Creosol,Mystery,64,Female,Indian,False,Sad,Low
3,118,Floral,Phenyl ethyl alcohol,Delight,66,Female,American,False,Energized,Medium
3,119,Ocean Breeze,Dimethyl sulfide,Freedom,47,Male,Indian,False,Stressed,Low
3,120,Rain,Geosmin,Nature,63,Other,British,False,Energized,Low
3,121,Lavender,"Linalool, Linalyl acetate",Relaxation,69,Male,Indian,False,Energized,Medium
3,122,Citrus,"Limonene, Citral",Happiness,22,Male,British,True,Stressed,Medium
3,123,Pine,Pinene,Calmness,29,Other,British,False,Calm,High
3,124,Fresh Linen,Aldehydes,Cleanliness,33,Other,Chinese,True,Stressed,Medium
3,125,Peppermint,Menthol,Refreshment,43,Female,British,False,Calm,High
3,126,Vanilla,Vanillin,Comfort,43,Other,British,False,Sad,Medium
3,127,Rose,"Citronellol, Geraniol",Romance,65,Female,French,False,Sad,Medium
3,128,Eucalyptus,Eucalyptol,Healing,38,Female,American,True,Stressed,Medium
3,129,Sandalwood,Santalol,Tranquility,56,Female,Chinese,True,Sad,Medium
3,130,Leather,Benzaldehyde,Luxury,53,Other,Chinese,False,Neutral,High
3,131,Coffee,"Caffeine, Niacin",Alertness,50,Male,Chinese,True,Energized,High
3,132,Chocolate,Theobromine,Pleasure,47,Female,French,False,Energized,Medium
3,133,Burnt Wood,Guaiacol,Nostalgia,54,Male,British,False,Calm,Medium
3,134,Cinnamon,Cinnamaldehyde,Warmth,40,Male,American,True,Sad,High
3,135,Apple,Amyl acetate,Freshness,27,Other,Indian,True,Calm,Low
3,136,Strawberry,Methyl anthranilate,Joy,22,Male,British,True,Energized,Low
3,137,Smoky,Creosol,Mystery,53,Male,French,True,Energized,Low
3,138,Floral,Phenyl ethyl alcohol,Delight,51,Other,British,False,Sad,High
3,139,Ocean Breeze,Dimethyl sulfide,Freedom,69,Female,British,True,Neutral,High
3,140,Rain,Geosmin,Nature,48,Male,French,True,Neutral,Low
3,141,Lavender,"Linalool, Linalyl acetate",Relaxation,27,Other,Chinese,False,Sad,Low
3,142,Citrus,"Limonene, Citral",Happiness,36,Male,Chinese,True,Sad,Medium
3,143,Pine,Pinene,Calmness,49,Male,American,True,Calm,High
3,144,Fresh Linen,Aldehydes,Cleanliness,18,Female,American,True,Sad,High
3,145,Peppermint,Menthol,Refreshment,22,Male,Chinese,True,Neutral,Low
3,146,Vanilla,Vanillin,Comfort,62,Other,Indian,False,Sad,Low
3,147,Rose,"Citronellol, Geraniol",Romance,21,Male,British,False,Calm,High
3,148,Eucalyptus,Eucalyptol,Healing,33,Female,Indian,True,Calm,Medium
3,149,Sandalwood,Santalol,Tranquility,41,Female,British,True,Calm,Low
3,150,Leather,Benzaldehyde,Luxury,33,Other,Chinese,False,Calm,High
3,151,Coffee,"Caffeine, Niacin",Alertness,19,Female,American,True,Stressed,High
3,152,Chocolate,Theobromine,Pleasure,66,Male,American,True,Sad,Medium
3,153,Burnt Wood,Guaiacol,Nostalgia,45,Female,Indian,True,Energized,Medium
3,154,Cinnamon,Cinnamaldehyde,Warmth,49,Other,American,True,Sad,Low
3,155,Apple,Amyl acetate,Freshness,44,Female,Chinese,True,Stressed,Low
3,156,Strawberry,Methyl anthranilate,Joy,37,Female,Indian,True,Calm,Low
3,157,Smoky,Creosol,Mystery,41,Female,British,True,Stressed,High
3,158,Floral,Phenyl ethyl alcohol,Delight,29,Other,American,True,Neutral,Low
3,159,Ocean Breeze,Dimethyl sulfide,Freedom,67,Female,French,True,Neutral,High
3,160,Rain,Geosmin,Nature,52,Female,American,False,Sad,Low
3,161,Lavender,"Linalool, Linalyl acetate",Relaxation,50,Male,British,False,Sad,Medium
3,162,Citrus,"Limonene, Citral",Happiness,50,Other,Indian,False,Energized,Medium
3,163,Pine,Pinene,Calmness,68,Female,British,True,Energized,High
3,164,Fresh Linen,Aldehydes,Cleanliness,60,Other,French,True,Neutral,Medium
3,165,Peppermint,Menthol,Refreshment,54,Female,Chinese,False,Calm,High
3,166,Vanilla,Vanillin,Comfort,29,Female,American,True,Stressed,High
3,167,Rose,"Citronellol, Geraniol",Romance,20,Female,Indian,False,Energized,Medium
3,168,Eucalyptus,Eucalyptol,Healing,18,Male,Chinese,True,Energized,High
3,169,Sandalwood,Santalol,Tranquility,50,Male,British,False,Calm,Medium
3,170,Leather,Benzaldehyde,Luxury,57,Male,Indian,False,Calm,Low
3,171,Coffee,"Caffeine, Niacin",Alertness,27,Other,Chinese,False,Sad,Low
3,172,Chocolate,Theobromine,Pleasure,60,Other,Indian,True,Stressed,Medium
3,173,Burnt Wood,Guaiacol,Nostalgia,61,Male,French,False,Calm,Medium
3,174,Cinnamon,Cinnamaldehyde,Warmth,46,Other,French,True,Energized,Medium
3,175,Apple,Amyl acetate,Freshness,30,Female,American,True,Energized,Medium
3,176,Strawberry,Methyl anthranilate,Joy,29,Female,American,True,Neutral,Low
3,177,Smoky,Creosol,Mystery,48,Female,French,True,Calm,High
3,178,Floral,Phenyl ethyl alcohol,Delight,63,Male,Indian,True,Sad,High
3,179,Ocean Breeze,Dimethyl sulfide,Freedom,19,Other,French,True,Stressed,Low
3,180,Rain,Geosmin,Nature,68,Male,American,True,Sad,High
3,181,Lavender,"Linalool, Linalyl acetate",Relaxation,67,Other,French,False,Energized,Low
3,182,Citrus,"Limonene, Citral",Happiness,52,Female,French,False,Sad,High
3,183,Pine,Pinene,Calmness,40,Male,Indian,False,Energized,Medium
3,184,Fresh Linen,Aldehydes,Cleanliness,34,Other,Chinese,True,Energized,Medium
3,185,Peppermint,Menthol,Refreshment,43,Other,American,True,Energized,Medium
3,186,Vanilla,Vanillin,Comfort,25,Female,Indian,True,Energized,Low
3,187,Rose,"Citronellol, Geraniol",Romance,46,Male,French,True,Energized,Low
3,188,Eucalyptus,Eucalyptol,Healing,43,Male,French,False,Neutral,High
3,189,Sandalwood,Santalol,Tranquility,27,Male,Chinese,True,Sad,High
3,190,Leather,Benzaldehyde,Luxury,43,Female,American,False,Neutral,High
3,191,Coffee,"Caffeine, Niacin",Alertness,51,Male,American,True,Neutral,Low
3,192,Chocolate,Theobromine,Pleasure,68,Female,British,False,Calm,High
3,193,Burnt Wood,Guaiacol,Nostalgia,58,Female,American,True,Calm,Medium
3,194,Cinnamon,Cinnamaldehyde,Warmth,24,Female,Chinese,False,Calm,High
3,195,Apple,Amyl acetate,Freshness,21,Other,British,True,Stressed,Medium
3,196,Strawberry,Methyl anthranilate,Joy,67,Male,British,False,Calm,Low
3,197,Smoky,Creosol,Mystery,62,Male,French,True,Sad,Medium
3,198,Floral,Phenyl ethyl alcohol,Delight,28,Female,French,False,Neutral,Medium
3,199,Ocean Breeze,Dimethyl sulfide,Freedom,46,Female,American,False,Sad,Medium
3,200,Rain,Geosmin,Nature,53,Male,British,True,Calm,Low
4,1,Lavender,"Linalool, Linalyl acetate",Relaxation,42,Female,French,False,Stressed,Low
4,2,Citrus,"Limonene, Citral",Happiness,38,Male,Chinese,True,Stressed,Low
4,3,Pine,Pinene,Calmness,53,Other,French,True,Neutral,Low
4,4,Fresh Linen,Aldehydes,Cleanliness,27,Female,French,True,Sad,High
4,5,Peppermint,Menthol,Refreshment,54,Male,British,False,Energized,Low
4,6,Vanilla,Vanillin,Comfort,26,Female,British,False,Sad,Medium
4,7,Rose,"Citronellol, Geraniol",Romance,41,Male,Indian,True,Calm,Low
4,8,Eucalyptus,Eucalyptol,Healing,52,Male,Chinese,True,Energized,High
4,9,Sandalwood,Santalol,Tranquility,66,Female,British,False,Stressed,High
4,10,Leather,Benzaldehyde,Luxury,52,Other,American,False,Neutral,High
4,11,Coffee,"Caffeine, Niacin",Alertness,65,Male,Chinese,False,Neutral,Medium
4,12,Chocolate,Theobromine,Pleasure,53,Male,Chinese,True,Stressed,Low
4,13,Burnt Wood,Guaiacol,Nostalgia,35,Male,British,True,Calm,Low
4,14,Cinnamon,Cinnamaldehyde,Warmth,66,Other,Chinese,True,Stressed,Low
4,15,Apple,Amyl acetate,Freshness,56,Other,British,True,Calm,Medium
4,16,Strawberry,Methyl anthranilate,Joy,49,Female,French,True,Energized,Medium
4,17,Smoky,Creosol,Mystery,41,Other,Indian,False,Stressed,High
4,18,Floral,Phenyl ethyl alcohol,Delight,40,Female,French,True,Calm,High
4,19,Ocean Breeze,Dimethyl sulfide,Freedom,49,Female,British,False,Energized,Low
4,20,Rain,Geosmin,Nature,54,Other,British,False,Stressed,Medium
4,21,Lavender,"Linalool, Linalyl acetate",Relaxation,29,Female,French,True,Neutral,Medium
4,22,Citrus,"Limonene, Citral",Happiness,66,Other,American,False,Stressed,Low
4,23,Pine,Pinene,Calmness,30,Female,American,True,Sad,Low
4,24,Fresh Linen,Aldehydes,Cleanliness,40,Other,American,False,Stressed,High
4,25,Peppermint,Menthol,Refreshment,42,Other,British,True,Sad,High
4,26,Vanilla,Vanillin,Comfort,52,Female,Chinese,True,Energized,High
4,27,Rose,"Citronellol, Geraniol",Romance,58,Male,British,False,Stressed,Low
4,28,Eucalyptus,Eucalyptol,Healing,47,Female,Chinese,True,Energized,Low
4,29,Sandalwood,Santalol,Tranquility,34,Other,French,False,Energized,High
4,30,Leather,Benzaldehyde,Luxury,66,Male,Indian,True,Calm,High
4,31,Coffee,"Caffeine, Niacin",Alertness,37,Female,Chinese,True,Energized,Medium
4,32,Chocolate,Theobromine,Pleasure,65,Female,American,True,Energized,Medium
4,33,Burnt Wood,Guaiacol,Nostalgia,42,Female,British,False,Stressed,High
4,34,Cinnamon,Cinnamaldehyde,Warmth,39,Male,French,False,Stressed,High
4,35,Apple,Amyl acetate,Freshness,30,Other,American,True,Neutral,Medium
4,36,Strawberry,Methyl anthranilate,Joy,36,Female,French,False,Calm,High
4,37,Smoky,Creosol,Mystery,66,Female,Indian,True,Energized,Medium
4,38,Floral,Phenyl ethyl alcohol,Delight,53,Female,British,False,Calm,Medium
4,39,Ocean Breeze,Dimethyl sulfide,Freedom,29,Female,British,False,Sad,Medium
4,40,Rain,Geosmin,Nature,58,Female,Indian,True,Energized,Low
4,41,Lavender,"Linalool, Linalyl acetate",Relaxation,36,Other,British,True,Calm,Low
4,42,Citrus,"Limonene, Citral",Happiness,29,Other,Chinese,True,Neutral,High
4,43,Pine,Pinene,Calmness,26,Female,French,True,Neutral,Medium
4,44,Fresh Linen,Aldehydes,Cleanliness,24,Male,American,True,Energized,Low
4,45,Peppermint,Menthol,Refreshment,45,Other,Indian,False,Sad,High
4,46,Vanilla,Vanillin,Comfort,31,Male,Chinese,False,Neutral,High
4,47,Rose,"Citronellol, Geraniol",Romance,48,Other,American,True,Neutral,High
4,48,Eucalyptus,Eucalyptol,Healing,69,Female,American,True,Sad,High
4,49,Sandalwood,Santalol,Tranquility,36,Other,Indian,True,Calm,High
4,50,Leather,Benzaldehyde,Luxury,64,Female,Chinese,False,Neutral,Medium
4,51,Coffee,"Caffeine, Niacin",Alertness,33,Other,American,True,Stressed,High
4,52,Chocolate,Theobromine,Pleasure,22,Female,American,True,Neutral,Medium
4,53,Burnt Wood,Guaiacol,Nostalgia,52,Female,Chinese,False,Calm,Low
4,54,Cinnamon,Cinnamaldehyde,Warmth,29,Female,British,False,Calm,High
4,55,Apple,Amyl acetate,Freshness,42,Female,American,False,Energized,Low
4,56,Strawberry,Methyl anthranilate,Joy,69,Male,French,False,Stressed,Medium
4,57,Smoky,Creosol,Mystery,38,Female,Chinese,True,Calm,Medium
4,58,Floral,Phenyl ethyl alcohol,Delight,53,Male,American,False,Sad,Low
4,59,Ocean Breeze,Dimethyl sulfide,Freedom,40,Male,Indian,False,Stressed,High
4,60,Rain,Geosmin,Nature,33,Female,French,True,Stressed,High
4,61,Lavender,"Linalool, Linalyl acetate",Relaxation,56,Male,American,True,Sad,Low
4,62,Citrus,"Limonene, Citral",Happiness,62,Other,French,True,Neutral,Low
4,63,Pine,Pinene,Calmness,59,Female,French,False,Sad,Low
4,64,Fresh Linen,Aldehydes,Cleanliness,56,Male,British,True,Sad,High
4,65,Peppermint,Menthol,Refreshment,31,Female,French,False,Neutral,High
4,66,Vanilla,Vanillin,Comfort,48,Female,British,False,Neutral,High
4,67,Rose,"Citronellol, Geraniol",Romance,22,Female,Chinese,False,Neutral,Low
4,68,Eucalyptus,Eucalyptol,Healing,52,Male,British,True,Neutral,High
4,69,Sandalwood,Santalol,Tranquility,40,Other,Indian,False,Neutral,Medium
4,70,Leather,Benzaldehyde,Luxury,46,Other,American,True,Sad,Low
4,71,Coffee,"Caffeine, Niacin",Alertness,60,Male,Chinese,True,Energized,High
4,72,Chocolate,Theobromine,Pleasure,28,Female,Chinese,True,Energized,Low
4,73,Burnt Wood,Guaiacol,Nostalgia,35,Male,Indian,False,Calm,Medium
4,74,Cinnamon,Cinnamaldehyde,Warmth,64,Male,British,False,Energized,Medium
4,75,Apple,Amyl acetate,Freshness,29,Male,American,False,Energized,Low
4,76,Strawberry,Methyl anthranilate,Joy,26,Female,British,True,Sad,Low
4,77,Smoky,Creosol,Mystery,27,Male,French,False,Neutral,Medium
4,78,Floral,Phenyl ethyl alcohol,Delight,61,Female,British,False,Neutral,Low
